Fannie Mae Projected Environmental Impact At Issuance Per CUSIP: Multifamily Green MBS(1)(2),,,,,,,,,
2012-2022,,,,,,,,,
© 2023 Fannie Mae,,,,,,,,,
,,,,,,,,,
Security CUSIP,(notes),Green Financing Type,Issue Date,"Issuance UPB
($USD)","Estimated Annual 
Energy Savings (3)(4)
(kBTU) ","Estimated Annual 
Emissions Savings (3)
(MTCO2e) ","Estimated Annual 
Water Savings (3)
(gallons) ",,
3138LHUH5,(5),Green Building Certification,1 May 2017," 13,194,000 ", -   , -   , -   ,,
3138LHUV4,,Green Rewards,1 May 2017," 25,320,000 "," 1,816,312 ", 120 ," 3,395,449 ",,
3138LHV84,,Green Rewards,1 May 2017," 21,600,000 "," 1,017,135 ", 51 ," 3,440,627 ",,
3138LHVM3,,Green Rewards,1 May 2017," 36,150,000 "," 3,024,315 ", 153 ," 7,936,111 ",,
3138LHVQ4,,Green Rewards,1 May 2017," 10,000,000 "," 4,138,116 ", 273 ," 5,373,968 ",,
3138LHW26,,Green Rewards,1 May 2017," 38,455,000 "," 1,857,859 ", 122 ," 3,284,848 ",,
3138LHWA8,,Green Rewards,1 May 2017," 5,476,000 "," 317,127 ", 16 ," 1,614,249 ",,
3138LHXD1,,Green Rewards,1 May 2017," 23,394,000 "," 4,948,617 ", 326 ," 4,673,825 ",,
3138LHXN9,,Green Rewards,1 May 2017," 15,188,000 "," 1,665,806 ", 110 ," 1,565,102 ",,
3138LHXX7,,Green Rewards,1 May 2017," 4,525,000 "," 183,645 ", 9 ," 399,602 ",,
3138LHY32,,Green Rewards,1 May 2017," 4,000,000 "," 150,990 ", 8 ," 350,820 ",,
3138LHYQ1,(5),Green Building Certification,1 May 2017," 10,425,000 ", -   , -   , -   ,,
3138LHZ80,(5),Green Building Certification,1 May 2017," 11,500,000 ", -   , -   , -   ,,
3138LHZC1,,Green Rewards,1 May 2017," 11,960,000 "," 468,195 ", 24 ," 1,422,000 ",,
3138LHZQ0,,Green Rewards,1 May 2017," 22,000,000 "," 550,305 ", 28 ," 1,764,000 ",,
3138LHZX5,(5),Green Building Certification,1 May 2017," 41,025,000 ", -   , -   , -   ,,
3138LJAA8,,Green Rewards,1 May 2017," 14,350,000 "," 642,495 ", 32 ," 2,286,000 ",,
3138LJAQ3,,Green Rewards,1 May 2017," 16,898,000 "," 2,094,792 ", 138 ," 2,072,163 ",,
3138LJAW0,(5),Green Building Certification,1 May 2017," 29,995,000 ", -   , -   , -   ,,
3138LJB90,,Green Rewards,1 May 2017," 15,300,000 "," 819,532 ", 54 ," 1,327,000 ",,
3138LJBA7,(5),Green Building Certification,1 May 2017," 47,850,000 ", -   , -   , -   ,,
3138LJBB5,,Green Rewards,1 May 2017," 42,629,000 "," 5,060,376 ", 323 ," 3,108,572 ",,
3138LJBK5,,Green Rewards,1 May 2017," 16,750,000 "," 5,773,291 ", 380 ," 1,017,298 ",,
3138LJBQ2,(5),Green Building Certification,1 May 2017," 8,082,000 ", -   , -   , -   ,,
3138LJBT6,,Green Rewards,1 May 2017," 15,750,000 "," 1,277,146 ", 84 ," 2,820,545 ",,
3138LJC24,(5),Green Building Certification,1 May 2017," 26,793,000 ", -   , -   , -   ,,
3138LJCD0,,Green Rewards,1 May 2017," 10,400,000 "," 628,657 ", 41 ," 1,636,246 ",,
3138LJCK4,,Green Rewards,1 May 2017," 18,600,000 "," 3,840,972 ", 253 ," 3,493,882 ",,
3138LJCN8,,Green Rewards,1 May 2017," 3,600,000 "," 841,495 ", 55 ," 794,769 ",,
3138LJCQ1,,Green Rewards,1 May 2017," 9,000,000 "," 254,625 ", 13 ," 633,129 ",,
3138LJD23,,Green Rewards,1 May 2017," 29,190,000 "," 6,076,783 ", 400 ," 2,962,871 ",,
3138LJDH0,,Green Building Certification,1 May 2017," 33,072,000 "," 8,408,849 ", 948 , -   ,,
3138LJDU1,,Green Rewards,1 May 2017," 18,719,200 "," 1,324,641 ", 67 ," 2,922,920 ",,
3138LJDX5,,Green Rewards,1 May 2017," 11,100,000 "," 587,685 ", 30 ," 1,340,007 ",,
3138LJE22,,Green Rewards,1 May 2017," 14,000,000 "," 1,304,520 ", 66 ," 2,897,735 ",,
3138LJE48,(5),Green Building Certification,1 May 2017," 27,430,000 ", -   , -   , -   ,,
3138LJE71,,Green Rewards,1 May 2017," 3,200,000 "," 929,915 ", 61 ," 1,387,633 ",,
3138LJEF3,,Green Rewards,1 May 2017," 13,900,000 "," 543,795 ", 28 ," 1,175,958 ",,
3138LJEG1,,Green Rewards,1 May 2017," 5,025,000 "," 841,174 ", 55 ," 767,076 ",,
3138LJEH9,(4),Green Rewards,1 May 2017," 24,000,000 "," 3,577,115 ", 235 ," 1,350,651 ",,
3138LJEK2,,Green Building Certification,1 May 2017," 30,352,000 "," 3,005,618 ", 339 , -   ,,
3138LJEN6,,Green Rewards,1 May 2017," 16,225,000 "," 567,315 ", 29 ," 3,069,141 ",,
3138LJER7,,Green Rewards,1 May 2017," 11,000,000 "," 291,795 ", 15 ," 1,011,000 ",,
3138LJEX4,,Green Rewards,1 May 2017," 1,602,000 "," 404,460 ", 20 ," 951,993 ",,
3138LJEY2,,Green Rewards,1 May 2017," 12,821,000 "," 1,507,511 ", 99 ," 1,423,792 ",,
3138LJF70,(5),Green Building Certification,1 May 2017," 90,758,000 ", -   , -   , -   ,,
3138LJF88,,Green Rewards,1 May 2017," 13,280,000 "," 1,605,240 ", 81 ," 3,660,220 ",,
3138LJFE5,,Green Rewards,1 May 2017," 6,970,000 "," 1,408,474 ", 93 ," 1,330,261 ",,
3138LJFF2,(5),Green Building Certification,1 May 2017," 36,670,000 ", -   , -   , -   ,,
3138LJFJ4,,Green Rewards,1 May 2017," 22,600,000 "," 819,630 ", 41 ," 5,471,235 ",,
3138LJFR6,,Green Rewards,1 May 2017," 9,450,000 "," 922,255 ", 61 ," 2,870,000 ",,
3138LJGB0,,Green Rewards,1 May 2017," 8,025,000 "," 732,060 ", 37 ," 1,712,307 ",,
3138LJGD6,,Green Rewards,1 May 2017," 9,240,000 "," 2,760,090 ", 182 ," 3,343,117 ",,
3138LJGE4,,Green Rewards,1 May 2017," 33,825,000 "," 2,137,958 ", 141 ," 1,903,548 ",,
3138LJGM6,,Green Rewards,1 May 2017," 20,000,000 "," 1,025,220 ", 52 ," 2,232,048 ",,
3138LJGV6,,Green Rewards,1 May 2017," 5,007,000 "," 203,710 ", 13 ," 243,000 ",,
3138LH2G8,,Green Rewards,1 Apr 2017," 37,830,000 "," 3,342,526 ", 200 , -   ,,
3138LH2K9,,Green Rewards,1 Apr 2017," 6,955,000 "," 431,550 ", 22 ," 1,440,000 ",,
3138LH2T0,,Green Rewards,1 Apr 2017," 11,100,000 "," 1,121,400 ", 57 ," 2,639,534 ",,
3138LH3R3,,Green Rewards,1 Apr 2017," 27,250,000 "," 2,290,785 ", 116 ," 7,211,772 ",,
3138LH3Y8,(5),Green Building Certification,1 Apr 2017," 62,039,000 ", -   , -   , -   ,,
3138LH4P6,,Green Rewards,1 Apr 2017," 40,684,000 "," 19,981 ", 1 ," 1,867,888 ",,
3138LH4R2,,Green Rewards,1 Apr 2017," 7,360,000 "," 664,440 ", 34 ," 1,563,660 ",,
3138LH4U5,(5),Green Building Certification,1 Apr 2017," 63,500,000 ", -   , -   , -   ,,
3138LH4X9,,Green Rewards,1 Apr 2017," 38,720,000 "," 1,321,222 ", 87 ," 3,370,411 ",,
3138LH5A8,,Green Rewards,1 Apr 2017," 52,000,000 "," 3,097,896 ", 179 ," 5,078,957 ",,
3138LH5K6,,Green Rewards,1 Apr 2017," 6,151,000 "," 888,615 ", 45 ," 1,960,546 ",,
3138LH5Q3,,Green Rewards,1 Apr 2017," 10,400,000 "," 788,677 ", 50 , -   ,,
3138LH6U3,,Green Rewards,1 Apr 2017," 29,900,000 "," 3,938,702 ", 259 ," 3,381,619 ",,
3138LHDY7,,Green Rewards,1 Apr 2017," 13,000,000 "," 698,250 ", 35 ," 1,926,718 ",,
3138LHK29,,Green Rewards,1 Apr 2017," 17,600,000 "," 980,895 ", 50 ," 2,841,138 ",,
3138LHK37,,Green Rewards,1 Apr 2017," 14,700,000 "," 819,270 ", 41 ," 2,372,996 ",,
3138LHK52,,Green Rewards,1 Apr 2017," 5,800,000 "," 323,250 ", 16 ," 936,284 ",,
3138LHKS2,,Green Rewards,1 Apr 2017," 15,520,000 "," 1,556,633 ", 103 ," 2,970,342 ",,
3138LHL51,,Green Rewards,1 Apr 2017," 19,100,000 "," 5,349,913 ", 339 , -   ,,
3138LHNR1,,Green Rewards,1 Apr 2017," 6,675,000 "," 1,688,047 ", 111 ," 1,594,320 ",,
3138LHNS9,,Green Rewards,1 Apr 2017," 21,637,000 "," 3,364,599 ", 222 ," 3,061,903 ",,
3138LHQ98,,Green Rewards,1 Apr 2017," 21,970,000 "," 7,494,157 ", 473 ," 2,873,280 ",,
3138LHRK2,,Green Rewards,1 Apr 2017," 22,754,000 "," 3,105,757 ", 205 ," 2,933,286 ",,
3138LHRM8,,Green Rewards,1 Apr 2017," 20,512,000 "," 1,623,133 ", 107 ," 1,533,000 ",,
3138LHRR7,(5),Green Building Certification,1 Apr 2017," 8,810,000 ", -   , -   , -   ,,
3138LHRS5,(5),Green Building Certification,1 Apr 2017," 7,290,000 ", -   , -   , -   ,,
3138LHS21,(5),Green Building Certification,1 Apr 2017," 15,200,000 ", -   , -   , -   ,,
3138LHSG0,,Green Rewards,1 Apr 2017," 36,025,000 "," 2,282,280 ", 115 ," 3,827,390 ",,
3138LHSK1,,Green Rewards,1 Apr 2017," 6,947,000 "," 172,830 ", 9 ," 532,679 ",,
3138LHSL9,,Green Rewards,1 Apr 2017," 12,675,000 "," 897,560 ", 59 ," 2,519,512 ",,
3138LHSM7,,Green Rewards,1 Apr 2017," 28,743,000 "," 3,672,917 ", 242 ," 3,468,960 ",,
3138LHSU9,,Green Rewards,1 Apr 2017," 59,475,000 "," 1,220,730 ", 62 ," 2,765,532 ",,
3138LHT20,,Green Rewards,1 Apr 2017," 14,285,000 "," 1,784,771 ", 118 ," 1,685,661 ",,
3138LHT87,(4),Green Rewards,1 Apr 2017," 38,957,000 "," 1,040,262 ", 53 ," 3,008,716 ",,
3138LHTE4,,Green Rewards,1 Apr 2017," 22,860,000 "," 3,151,014 ", 208 ," 660,504 ",,
3138LHTF1,,Green Rewards,1 Apr 2017," 24,429,000 "," 3,559,577 ", 234 ," 914,252 ",,
3138LHTY0,,Green Rewards,1 Apr 2017," 7,425,000 "," 485,100 ", 25 ," 1,155,992 ",,
3138LHTZ7,,Green Rewards,1 Apr 2017," 17,257,000 "," 906,885 ", 46 ," 1,974,551 ",,
3138LHU36,,Green Rewards,1 Apr 2017," 68,000,000 "," 15,293,374 ", 873 ," 5,069,000 ",,
3138LHUA0,,Green Rewards,1 Apr 2017," 17,278,000 "," 1,852,588 ", 122 ," 1,749,719 ",,
3138LHUB8,,Green Rewards,1 Apr 2017," 20,080,000 "," 1,212,540 ", 61 ," 2,913,123 ",,
3138LHUD4,,Green Rewards,1 Apr 2017," 10,818,000 "," 747,810 ", 38 ," 1,628,046 ",,
3138LHUG7,(5),Green Building Certification,1 Apr 2017," 21,221,000 ", -   , -   , -   ,,
3138LHUK8,(5),Green Building Certification,1 Apr 2017," 11,568,700 ", -   , -   , -   ,,
3138LHUM4,,Green Rewards,1 Apr 2017," 53,625,000 "," 915,810 ", 46 ," 4,209,000 ",,
3138LHUZ5,(5),Green Building Certification,1 Apr 2017," 59,278,000 ", -   , -   , -   ,,
3138LHVA9,,Green Rewards,1 Apr 2017," 20,347,000 "," 4,141,306 ", 273 ," 3,911,340 ",,
3138LHVD3,(5),Green Building Certification,1 Apr 2017," 9,500,000 ", -   , -   , -   ,,
3138LHVK7,,Green Rewards,1 Apr 2017," 11,120,000 "," 2,796,431 ", 184 ," 2,641,140 ",,
3138LHVV3,,Green Rewards,1 Apr 2017," 8,200,000 "," 244,230 ", 12 ," 2,218,716 ",,
3138LHWU4,,Green Rewards,1 Apr 2017," 16,482,000 "," 3,029,839 ", 200 ," 2,861,600 ",,
3138LHWZ3,,Green Rewards,1 Apr 2017," 17,558,000 "," 5,649,998 ", 372 ," 12,750 ",,
3138LHX41,,Green Rewards,1 Apr 2017," 16,000,000 "," 2,668,692 ", 176 ," 4,385,110 ",,
3138LHXB5,,Green Rewards,1 Apr 2017," 25,300,000 "," 2,626,620 ", 157 ," 1,923,571 ",,
3138LHXM1,,Green Rewards,1 Apr 2017," 11,016,000 "," 1,369,620 ", 69 ," 3,022,200 ",,
3138LHXQ2,,Green Rewards,1 Apr 2017," 13,875,000 "," 1,007,685 ", 51 ," 4,334,458 ",,
3138LHXZ2,,Green Rewards,1 Apr 2017," 7,600,000 "," 1,765,293 ", 116 ," 2,266,000 ",,
3138LHY65,,Green Rewards,1 Apr 2017," 18,970,000 "," 1,865,509 ", 123 ," 3,080,000 ",,
3138LHY81,(4),Green Rewards,1 Apr 2017," 58,236,000 "," 5,479,744 ", 350 ," 7,242,364 ",,
3138LHYR9,,Green Rewards,1 Apr 2017," 19,875,000 "," 3,599,529 ", 237 ," 3,399,647 ",,
3138LHYT5,,Green Rewards,1 Apr 2017," 14,203,000 "," 973,035 ", 49 ," 3,226,000 ",,
3138LHYU2,,Green Rewards,1 Apr 2017," 29,100,000 "," 1,870,416 ", 123 ," 3,784,792 ",,
3138LHZ49,(4),Green Rewards,1 Apr 2017," 10,605,000 "," 997,882 ", 64 ," 1,318,862 ",,
3138LHZB3,,Green Rewards,1 Apr 2017," 12,250,000 "," 2,131,710 ", 108 ," 4,310,000 ",,
3138LHZK3,,Green Rewards,1 Apr 2017," 20,055,000 "," 1,297,611 ", 66 ," 2,825,100 ",,
3138LF5F1,(5),Green Building Certification,1 Mar 2017," 55,000,000 ", -   , -   , -   ,,
3138LG5T9,,Green Rewards,1 Mar 2017," 7,000,000 "," 1,868,305 ", 123 ," 2,161,000 ",,
3138LG7J9,,Green Rewards,1 Mar 2017," 46,618,000 "," 750,587 ", 38 ," 3,508,599 ",,
3138LHDW1,,Green Rewards,1 Mar 2017," 13,120,000 "," 840,350 ", 43 ," 1,879,020 ",,
3138LHDZ4,,Green Rewards,1 Mar 2017," 13,521,000 ", -   , -   ," 1,845,043 ",,
3138LHEJ9,,Green Rewards,1 Mar 2017," 11,668,000 "," 1,000,133 ", 66 ," 1,423,555 ",,
3138LHFZ2,,Green Rewards,1 Mar 2017," 19,269,000 "," 975,135 ", 49 ," 2,122,840 ",,
3138LHG81,,Green Rewards,1 Mar 2017," 6,673,000 "," 115,185 ", 6 ," 376,213 ",,
3138LHHE7,,Green Rewards,1 Mar 2017," 37,350,000 "," 2,080,382 ", 137 ," 1,910,742 ",,
3138LHHV9,,Green Rewards,1 Mar 2017," 34,320,000 "," 2,916,960 ", 192 ," 2,766,475 ",,
3138LHHW7,,Green Rewards,1 Mar 2017," 57,238,000 "," 2,513,233 ", 159 ," 4,528,420 ",,
3138LHKA1,,Green Rewards,1 Mar 2017," 21,125,000 "," 2,858,258 ", 188 ," 2,699,540 ",,
3138LHKC7,(5),Green Building Certification,1 Mar 2017," 46,455,000 ", -   , -   , -   ,,
3138LHKJ2,,Green Rewards,1 Mar 2017," 12,096,000 "," 1,305,033 ", 86 ," 1,430,210 ",,
3138LHKY9,,Green Rewards,1 Mar 2017," 22,080,000 "," 11,294,672 ", 744 ," 3,387,930 ",,
3138LHLR3,,Green Rewards,1 Mar 2017," 47,184,000 "," 2,425,920 ", 123 ," 5,997,000 ",,
3138LHLS1,,Green Rewards,1 Mar 2017," 10,000,000 "," 3,005,500 ", 198 ," 2,838,605 ",,
3138LHM35,,Green Rewards,1 Mar 2017," 17,600,000 "," 3,550,311 ", 234 ," 3,353,164 ",,
3138LHM50,,Green Building Certification,1 Mar 2017," 58,000,000 "," 7,380,121 ", 832 , -   ,,
3138LHMD3,,Green Rewards,1 Mar 2017," 6,421,000 "," 2,346,424 ", 155 ," 1,001,925 ",,
3138LHMG6,,Green Rewards,1 Mar 2017," 28,566,000 "," 2,772,583 ", 183 ," 3,904,000 ",,
3138LHN91,,Green Rewards,1 Mar 2017," 26,000,000 "," 391,230 ", 20 ," 4,427,400 ",,
3138LHNF7,,Green Rewards,1 Mar 2017," 26,780,000 "," 2,379,487 ", 157 ," 6,533,000 ",,
3138LHNL4,(5),Green Building Certification,1 Mar 2017," 20,000,000 ", -   , -   , -   ,,
3138LHNM2,,Green Rewards,1 Mar 2017," 47,291,000 "," 1,140,825 ", 58 ," 3,473,000 ",,
3138LHP32,,Green Rewards,1 Mar 2017," 13,696,000 "," 453,705 ", 23 ," 1,410,018 ",,
3138LHPE8,,Green Rewards,1 Mar 2017," 21,780,000 "," 3,282,581 ", 180 ," 4,995,276 ",,
3138LHPM0,,Green Rewards,1 Mar 2017," 10,500,000 "," 3,205,297 ", 211 ," 3,027,310 ",,
3138LHPN8,,Green Rewards,1 Mar 2017," 15,000,000 "," 695,886 ", 46 ," 1,697,985 ",,
3138LHPX6,,Green Rewards,1 Mar 2017," 22,527,000 "," 4,003,445 ", 264 ," 2,779,586 ",,
3138LHPY4,,Green Rewards,1 Mar 2017," 31,994,000 "," 4,889,231 ", 322 ," 3,380,057 ",,
3138LHQ56,(5),Green Building Certification,1 Mar 2017," 69,440,000 ", -   , -   , -   ,,
3138LHQU1,,Green Rewards,1 Mar 2017," 10,200,000 "," 3,089,086 ", 203 ," 2,917,555 ",,
3138LHQX5,,Green Building Certification,1 Mar 2017," 239,441,000 "," 13,032,587 "," 1,469 ", -   ,,
3138LHR48,(5),Green Building Certification,1 Mar 2017," 24,000,000 ", -   , -   , -   ,,
3138LHRN6,,Green Rewards,1 Mar 2017," 23,756,000 "," 6,121,990 ", 403 ," 5,782,038 ",,
3138LHRP1,,Green Rewards,1 Mar 2017," 24,080,000 "," 3,138,669 ", 207 ," 2,964,384 ",,
3138LHS54,,Green Rewards,1 Mar 2017," 21,794,000 "," 1,530,610 ", 101 ," 1,445,619 ",,
3138LHS62,,Green Rewards,1 Mar 2017," 6,197,000 "," 490,665 ", 32 ," 618,000 ",,
3138LHSF2,,Green Rewards,1 Mar 2017," 25,000,000 "," 1,386,000 ", 70 ," 4,384,428 ",,
3138LHTU8,,Green Rewards,1 Mar 2017," 6,730,000 "," 254,205 ", 13 ," 717,970 ",,
3138LHTW4,,Green Rewards,1 Mar 2017," 17,293,000 "," 2,014,075 ", 133 ," 1,902,234 ",,
3138LG4M5,,Green Rewards,1 Feb 2017," 28,682,000 "," 677,460 ", 34 ," 1,554,645 ",,
3138LG4W3,,Green Rewards,1 Feb 2017," 8,947,000 "," 2,345,322 ", 121 , -   ,,
3138LG6Q4,(5),Green Building Certification,1 Feb 2017," 8,932,000 ", -   , -   , -   ,,
3138LG6T8,,Green Rewards,1 Feb 2017," 17,325,000 "," 1,230,959 ", 81 ," 2,926,392 ",,
3138LGEV4,,Green Rewards,1 Feb 2017," 22,500,000 "," 967,402 ", 64 ," 1,168,366 ",,
3138LGF84,,Green Building Certification,1 Feb 2017," 90,240,000 "," 2,798,960 ", 315 , -   ,,
3138LGFC5,,Green Rewards,1 Feb 2017," 33,607,000 "," 25,935 ", 1 ," 1,381,648 ",,
3138LGHG4,,Green Rewards,1 Feb 2017," 10,875,000 "," 1,761,060 ", 89 ," 4,144,940 ",,
3138LGLB0,,Green Rewards,1 Feb 2017," 4,180,000 "," 690,029 ", 45 ," 691,000 ",,
3138LGQE9,,Green Rewards,1 Feb 2017," 16,125,000 "," 1,260,630 ", 64 ," 4,188,521 ",,
3138LGS49,,Green Building Certification,1 Feb 2017," 41,250,000 "," 3,922,629 ", 442 , -   ,,
3138LGSG2,(5),Green Building Certification,1 Feb 2017," 25,075,000 ", -   , -   , -   ,,
3138LGTX4,(5),Green Building Certification,1 Feb 2017," 16,155,000 ", -   , -   , -   ,,
3138LGW77,(5),Green Building Certification,1 Feb 2017," 62,553,000 ", -   , -   , -   ,,
3138LGWS1,,Green Rewards,1 Feb 2017," 9,230,000 "," 2,079,450 ", 137 ," 1,963,992 ",,
3138LGWT9,,Green Rewards,1 Feb 2017," 23,017,000 "," 5,033,437 ", 332 ," 6,205,146 ",,
3138LGWV4,,Green Rewards,1 Feb 2017," 12,155,000 "," 2,265,054 ", 149 ," 2,752,100 ",,
3138LGXD3,,Green Rewards,1 Feb 2017," 34,210,000 "," 1,873,418 ", 96 ," 6,663,951 ",,
3138LGXH4,,Green Rewards,1 Feb 2017," 35,506,000 "," 1,414,784 ", 93 ," 2,175,592 ",,
3138LHAB0,,Green Rewards,1 Feb 2017," 11,240,000 "," 892,257 ", 59 ," 842,712 ",,
3138LHAC8,,Green Rewards,1 Feb 2017," 15,000,000 "," 557,583 ", 37 ," 1,180,410 ",,
3138LHAM6,,Green Rewards,1 Feb 2017," 26,624,000 "," 3,837,540 ", 194 ," 8,354,850 ",,
3138LHBA1,,Green Rewards,1 Feb 2017," 17,320,000 "," 1,386,390 ", 91 ," 1,864,800 ",,
3138LHBB9,,Green Rewards,1 Feb 2017," 30,401,000 "," 2,836,225 ", 182 ," 3,796,209 ",,
3138LHBE3,,Green Building Certification,1 Feb 2017," 5,221,000 "," 223,927 ", 25 , -   ,,
3138LHBH6,,Green Rewards,1 Feb 2017," 29,250,000 "," 2,165,138 ", 143 ," 2,044,913 ",,
3138LHBL7,,Green Rewards,1 Feb 2017," 47,645,000 "," 3,504,230 ", 231 ," 3,309,638 ",,
3138LHC69,,Green Rewards,1 Feb 2017," 5,289,000 "," 95,550 ", 5 ," 1,229,000 ",,
3138LHCC6,,Green Rewards,1 Feb 2017," 1,000,000 "," 2,771,149 ", 177 ," 1,488,397 ",,
3138LHCQ5,,Green Building Certification,1 Feb 2017," 44,800,000 "," 3,620,401 ", 408 , -   ,,
3138LHCS1,,Green Rewards,1 Feb 2017," 8,640,000 "," 1,270,108 ", 84 ," 1,280,785 ",,
3138LHCT9,,Green Rewards,1 Feb 2017," 13,007,000 "," 1,729,875 ", 87 ," 5,248,992 ",,
3138LHCU6,,Green Rewards,1 Feb 2017," 20,000,000 "," 3,207,226 ", 211 ," 3,029,135 ",,
3138LHCV4,,Green Rewards,1 Feb 2017," 25,000,000 "," 549,990 ", 28 ," 2,430,000 ",,
3138LHD43,(5),Green Building Certification,1 Feb 2017," 47,736,000 ", -   , -   , -   ,,
3138LHD68,,Green Rewards,1 Feb 2017," 17,500,000 "," 3,252,930 ", 214 ," 3,085,118 ",,
3138LHDG6,,Green Rewards,1 Feb 2017," 8,883,000 "," 665,941 ", 44 ," 1,364,000 ",,
3138LHDP6,,Green Rewards,1 Feb 2017," 12,525,000 "," 838,425 ", 42 ," 3,782,000 ",,
3138LHEB6,(6),Green Building Certification,1 Feb 2017," 4,749,000 "," 288,528 ", 33 , -   ,,
3138LHEF7,,Green Rewards,1 Feb 2017," 14,539,000 "," 1,890,729 ", 125 ," 2,368,000 ",,
3138LHEH3,,Green Rewards,1 Feb 2017," 40,682,000 "," 2,577,219 ", 170 ," 2,378,073 ",,
3138LHEM2,,Green Rewards,1 Feb 2017," 16,965,000 "," 1,260,420 ", 64 ," 2,744,216 ",,
3138LHER1,,Green Building Certification,1 Feb 2017," 6,825,100 "," 1,042,666 ", 118 , -   ,,
3138LHEX8,,Green Rewards,1 Feb 2017," 31,148,000 "," 5,624,607 ", 371 ," 3,964,352 ",,
3138LHFV1,,Green Rewards,1 Feb 2017," 8,309,000 "," 1,116,483 ", 74 ," 1,241,949 ",,
3138LHG40,,Green Rewards,1 Feb 2017," 30,300,000 "," 1,084,230 ", 55 ," 6,773,229 ",,
3138LHG57,,Green Rewards,1 Feb 2017," 26,100,000 "," 2,981,060 ", 196 ," 5,077,261 ",,
3138LHGM0,,Green Rewards,1 Feb 2017," 10,010,000 "," 853,255 ", 47 ," 2,206,000 ",,
3138LHGQ1,,Green Rewards,1 Feb 2017," 5,453,000 "," 1,408,645 ", 93 ," 1,330,425 ",,
3138LHGT5,,Green Rewards,1 Feb 2017," 19,500,000 "," 560,272 ", 37 ," 1,943,000 ",,
3138LHGU2,,Green Rewards,1 Feb 2017," 16,009,000 "," 2,406,003 ", 158 , -   ,,
3138LHGV0,,Green Rewards,1 Feb 2017," 13,513,000 "," 2,127,694 ", 140 ," 3,517,931 ",,
3138LHH56,,Green Building Certification,1 Feb 2017," 58,100,000 "," 8,438,506 ", 951 , -   ,,
3138LHHD9,,Green Rewards,1 Feb 2017," 31,520,000 "," 5,706,292 ", 338 , -   ,,
3138LHHQ0,,Green Building Certification,1 Feb 2017," 68,200,000 "," 6,782,914 ", 765 , -   ,,
3138LHJ39,,Green Rewards,1 Feb 2017," 20,832,000 "," 1,607,106 ", 106 ," 1,660,270 ",,
3138LHJ62,,Green Rewards,1 Feb 2017," 21,334,700 "," 3,292,025 ", 217 ," 2,914,890 ",,
3138LHJJ4,,Green Rewards,1 Feb 2017," 18,457,000 "," 3,291,714 ", 217 ," 3,108,924 ",,
3138LHJP0,(6),Green Building Certification,1 Feb 2017," 74,500,000 "," 4,526,281 ", 510 , -   ,,
3138LHJQ8,,Green Rewards,1 Feb 2017," 4,400,000 "," 2,908,968 ", 192 ," 1,200,981 ",,
3138LHJW5,,Green Rewards,1 Feb 2017," 5,139,000 "," 941,955 ", 48 ," 2,182,080 ",,
3138LHN42,,Green Rewards,1 Feb 2017," 1,800,000 "," 12,683,004 ", 836 ," 1,181,286 ",,
3138LF2H0,(5),Green Building Certification,1 Jan 2017," 36,588,000 ", -   , -   , -   ,,
3138LF7K8,,Green Building Certification,1 Jan 2017," 40,500,000 "," 5,051,090 ", 569 , -   ,,
3138LFXD5,,Green Building Certification,1 Jan 2017," 12,525,000 "," 1,539,174 ", 173 , -   ,,
3138LG2F2,(5),Green Building Certification,1 Jan 2017," 9,945,000 ", -   , -   , -   ,,
3138LG2Q8,(4),Green Rewards,1 Jan 2017," 168,577,000 "," 3,451,733 ", 227 ," 6,461,656 ",,
3138LG2S4,,Green Building Certification,1 Jan 2017," 35,000,000 "," 1,766,862 ", 199 ," 2,479,736 ",,
3138LG3D6,,Green Rewards,1 Jan 2017," 17,097,000 "," 419,895 ", 22 ," 2,474,427 ",,
3138LG3F1,(5),Green Building Certification,1 Jan 2017," 21,000,000 ", -   , -   , -   ,,
3138LG4B9,,Green Rewards,1 Jan 2017," 3,180,000 "," 31,815 ", 2 ," 145,122 ",,
3138LG5F9,,Green Rewards,1 Jan 2017," 24,019,000 "," 3,203,042 ", 211 ," 1,991,455 ",,
3138LG6S0,,Green Rewards,1 Jan 2017," 37,000,000 "," 5,677,093 ", 374 ," 1,326,848 ",,
3138LG6V3,,Green Rewards,1 Jan 2017," 39,440,000 "," 1,319,850 ", 67 ," 3,827,000 ",,
3138LG7D2,,Green Rewards,1 Jan 2017," 9,357,000 "," 5,174,440 ", 341 ," 4,887,095 ",,
3138LG7E0,,Green Rewards,1 Jan 2017," 12,999,000 "," 7,735,384 ", 510 ," 7,305,840 ",,
3138LGCL8,(5),Green Building Certification,1 Jan 2017," 6,414,000 ", -   , -   , -   ,,
3138LGF92,(5),Green Building Certification,1 Jan 2017," 37,375,000 ", -   , -   , -   ,,
3138LGFD3,,Green Rewards,1 Jan 2017," 69,558,000 "," 664,755 ", 34 ," 3,038,579 ",,
3138LGJ80,,Green Building Certification,1 Jan 2017," 27,775,000 "," 2,141,954 ", 241 , -   ,,
3138LGJE7,(5),Green Building Certification,1 Jan 2017," 19,561,000 ", -   , -   , -   ,,
3138LGJF4,(5),Green Building Certification,1 Jan 2017," 103,118,000 ", -   , -   , -   ,,
3138LGJG2,(5),Green Building Certification,1 Jan 2017," 37,639,000 ", -   , -   , -   ,,
